"group_idx","year","indivA","indivB","forage_exposure","forage"
1,2002,1,3,519,1
1,2002,1,29,221,1
1,2002,1,40,435,1
1,2002,1,47,494,6
1,2002,1,48,492,2
1,2002,1,53,420,0
1,2002,1,59,477,4
1,2002,1,75,395,1
1,2002,1,78,456,4
1,2002,1,101,358,1
1,2002,1,106,120,0
1,2002,1,125,462,5
1,2002,1,140,419,2
1,2002,1,174,354,2
1,2002,1,197,8,0
1,2002,1,216,421,0
1,2002,1,224,456,2
1,2002,1,225,145,2
1,2002,1,228,160,1
1,2002,1,287,508,0
1,2002,1,291,429,1
1,2002,1,294,458,2
1,2002,1,296,425,2
1,2002,1,297,2,0
1,2002,1,309,488,11
1,2002,1,319,2,0
1,2002,1,320,182,1
1,2002,1,327,501,1
1,2002,1,343,438,1
1,2002,1,359,470,0
1,2002,1,399,451,0
1,2002,1,433,415,2
1,2002,1,453,488,4
1,2002,1,455,59,1
1,2002,1,456,372,3
1,2002,1,460,2,0
1,2002,1,463,504,3
1,2002,1,465,387,1
1,2002,1,466,384,2
1,2002,1,513,388,0
1,2002,1,514,419,2
1,2002,1,538,344,2
1,2002,1,540,405,0
1,2002,3,29,221,0
1,2002,3,40,421,2
1,2002,3,47,471,6
1,2002,3,48,469,2
1,2002,3,53,414,1
1,2002,3,59,469,5
1,2002,3,75,391,4
1,2002,3,78,449,2
1,2002,3,101,354,0
1,2002,3,106,98,0
1,2002,3,125,458,3
1,2002,3,140,405,1
1,2002,3,174,340,6
1,2002,3,197,5,0
1,2002,3,216,415,1
1,2002,3,224,448,2
1,2002,3,225,168,0
1,2002,3,228,177,2
1,2002,3,287,492,4
1,2002,3,291,414,0
1,2002,3,294,444,1
1,2002,3,296,420,4
1,2002,3,297,0,NA
1,2002,3,309,466,8
1,2002,3,319,0,NA
1,2002,3,320,170,3
1,2002,3,327,503,6
1,2002,3,343,426,0
1,2002,3,359,467,6
1,2002,3,399,429,3
1,2002,3,433,404,2
1,2002,3,453,481,7
1,2002,3,455,64,0
1,2002,3,456,368,3
1,2002,3,460,0,NA
1,2002,3,463,494,5
1,2002,3,465,386,0
1,2002,3,466,379,1
1,2002,3,513,374,4
1,2002,3,514,411,0
1,2002,3,538,324,2
1,2002,3,540,388,4
1,2002,29,40,200,1
1,2002,29,47,230,1
1,2002,29,48,228,3
1,2002,29,53,167,1
1,2002,29,59,228,1
1,2002,29,75,173,2
1,2002,29,78,209,3
1,2002,29,101,137,0
1,2002,29,106,42,0
1,2002,29,125,200,2
1,2002,29,140,186,0
1,2002,29,174,138,2
1,2002,29,197,4,0
1,2002,29,216,193,4
1,2002,29,224,195,0
1,2002,29,225,112,0
1,2002,29,228,123,2
1,2002,29,287,230,1
1,2002,29,291,164,0
1,2002,29,294,194,1
1,2002,29,296,201,0
1,2002,29,297,0,NA
1,2002,29,309,272,2
1,2002,29,319,0,NA
1,2002,29,320,16,0
1,2002,29,327,230,4
1,2002,29,343,195,0
1,2002,29,359,201,1
1,2002,29,399,203,1
1,2002,29,433,161,0
1,2002,29,453,218,1
1,2002,29,455,1,0
1,2002,29,456,156,2
1,2002,29,460,0,NA
1,2002,29,463,227,0
1,2002,29,465,167,0
1,2002,29,466,193,0
1,2002,29,513,162,0
1,2002,29,514,181,1
1,2002,29,538,112,2
1,2002,29,540,171,1
1,2002,40,47,388,1
1,2002,40,48,397,3
1,2002,40,53,332,1
1,2002,40,59,378,0
1,2002,40,75,293,2
1,2002,40,78,372,1
1,2002,40,101,260,1
1,2002,40,106,84,0
1,2002,40,125,362,4
1,2002,40,140,323,1
1,2002,40,174,264,5
1,2002,40,197,7,0
1,2002,40,216,327,3
1,2002,40,224,363,2
1,2002,40,225,158,3
1,2002,40,228,173,0
1,2002,40,287,410,4
1,2002,40,291,335,1
1,2002,40,294,366,1
1,2002,40,296,336,2
1,2002,40,297,0,NA
1,2002,40,309,392,4
1,2002,40,319,0,NA
1,2002,40,320,101,1
1,2002,40,327,428,1
1,2002,40,343,343,0
1,2002,40,359,388,0
1,2002,40,399,354,1
1,2002,40,433,312,2
1,2002,40,453,402,2
1,2002,40,455,40,0
1,2002,40,456,296,1
1,2002,40,460,0,NA
1,2002,40,463,419,3
1,2002,40,465,293,2
1,2002,40,466,287,4
1,2002,40,513,289,3
1,2002,40,514,329,1
1,2002,40,538,246,0
1,2002,40,540,304,1
1,2002,47,48,443,8
1,2002,47,53,396,1
1,2002,47,59,431,4
1,2002,47,75,358,5
1,2002,47,78,426,2
1,2002,47,101,329,0
1,2002,47,106,100,0
1,2002,47,125,428,5
1,2002,47,140,383,6
1,2002,47,174,314,2
1,2002,47,197,3,0
1,2002,47,216,391,3
1,2002,47,224,430,0
1,2002,47,225,171,0
1,2002,47,228,185,1
1,2002,47,287,475,6
1,2002,47,291,390,3
1,2002,47,294,420,5
1,2002,47,296,391,7
1,2002,47,297,0,NA
1,2002,47,309,453,6
1,2002,47,319,0,NA
1,2002,47,320,142,1
1,2002,47,327,473,3
1,2002,47,343,404,1
1,2002,47,359,440,4
1,2002,47,399,411,4
1,2002,47,433,369,1
1,2002,47,453,458,6
1,2002,47,455,54,0
1,2002,47,456,347,4
1,2002,47,460,0,NA
1,2002,47,463,474,3
1,2002,47,465,355,0
1,2002,47,466,352,5
1,2002,47,513,353,2
1,2002,47,514,390,0
1,2002,47,538,306,4
1,2002,47,540,359,6
1,2002,48,53,386,5
1,2002,48,59,435,6
1,2002,48,75,357,4
1,2002,48,78,432,3
1,2002,48,101,329,0
1,2002,48,106,90,0
1,2002,48,125,427,3
1,2002,48,140,384,0
1,2002,48,174,333,3
1,2002,48,197,9,0
1,2002,48,216,381,9
1,2002,48,224,432,1
1,2002,48,225,183,0
1,2002,48,228,197,3
1,2002,48,287,475,4
1,2002,48,291,398,1
1,2002,48,294,424,1
1,2002,48,296,397,12
1,2002,48,297,1,0
1,2002,48,309,450,9
1,2002,48,319,1,0
1,2002,48,320,137,2
1,2002,48,327,477,6
1,2002,48,343,402,0
1,2002,48,359,435,7
1,2002,48,399,410,5
1,2002,48,433,377,4
1,2002,48,453,458,5
1,2002,48,455,46,0
1,2002,48,456,360,2
1,2002,48,460,1,0
1,2002,48,463,467,9
1,2002,48,465,365,1
1,2002,48,466,355,4
1,2002,48,513,358,4
1,2002,48,514,383,1
1,2002,48,538,313,2
1,2002,48,540,359,12
1,2002,53,59,375,0
1,2002,53,75,293,2
1,2002,53,78,365,2
1,2002,53,101,250,0
1,2002,53,106,64,0
1,2002,53,125,362,0
1,2002,53,140,319,3
1,2002,53,174,269,0
1,2002,53,197,5,0
1,2002,53,216,323,0
1,2002,53,224,356,0
1,2002,53,225,127,2
1,2002,53,228,142,1
1,2002,53,287,403,0
1,2002,53,291,326,1
1,2002,53,294,345,1
1,2002,53,296,328,1
1,2002,53,297,0,NA
1,2002,53,309,391,3
1,2002,53,319,0,NA
1,2002,53,320,128,0
1,2002,53,327,409,0
1,2002,53,343,336,1
1,2002,53,359,371,2
1,2002,53,399,352,0
1,2002,53,433,313,0
1,2002,53,453,392,1
1,2002,53,455,40,0
1,2002,53,456,289,1
1,2002,53,460,0,NA
1,2002,53,463,409,1
1,2002,53,465,287,0
1,2002,53,466,287,1
1,2002,53,513,287,2
1,2002,53,514,325,0
1,2002,53,538,241,3
1,2002,53,540,304,2
1,2002,59,75,334,4
1,2002,59,78,404,4
1,2002,59,101,307,0
1,2002,59,106,110,0
1,2002,59,125,418,0
1,2002,59,140,364,2
1,2002,59,174,287,1
1,2002,59,197,4,0
1,2002,59,216,371,3
1,2002,59,224,410,0
1,2002,59,225,171,0
1,2002,59,228,189,1
1,2002,59,287,458,3
1,2002,59,291,378,0
1,2002,59,294,400,3
1,2002,59,296,374,2
1,2002,59,297,2,0
1,2002,59,309,434,10
1,2002,59,319,2,0
1,2002,59,320,117,0
1,2002,59,327,467,3
1,2002,59,343,384,1
1,2002,59,359,420,1
1,2002,59,399,395,1
1,2002,59,433,362,2
1,2002,59,453,444,4
1,2002,59,455,38,0
1,2002,59,456,318,0
1,2002,59,460,2,0
1,2002,59,463,458,1
1,2002,59,465,345,0
1,2002,59,466,338,2
1,2002,59,513,323,11
1,2002,59,514,366,6
1,2002,59,538,273,0
1,2002,59,540,345,1
1,2002,75,78,320,18
1,2002,75,101,222,0
1,2002,75,106,71,0
1,2002,75,125,337,0
1,2002,75,140,284,6
1,2002,75,174,232,2
1,2002,75,197,5,0
1,2002,75,216,288,4
1,2002,75,224,328,1
1,2002,75,225,135,1
1,2002,75,228,153,0
1,2002,75,287,382,3
1,2002,75,291,297,0
1,2002,75,294,319,2
1,2002,75,296,293,2
1,2002,75,297,1,0
1,2002,75,309,351,3
1,2002,75,319,1,0
1,2002,75,320,83,0
1,2002,75,327,386,0
1,2002,75,343,303,4
1,2002,75,359,351,2
1,2002,75,399,313,1
1,2002,75,433,284,0
1,2002,75,453,362,2
1,2002,75,455,21,0
1,2002,75,456,257,0
1,2002,75,460,1,0
1,2002,75,463,383,3
1,2002,75,465,257,0
1,2002,75,466,249,4
1,2002,75,513,233,12
1,2002,75,514,288,4
1,2002,75,538,215,0
1,2002,75,540,260,2
1,2002,78,101,293,0
1,2002,78,106,83,0
1,2002,78,125,405,0
1,2002,78,140,351,1
1,2002,78,174,290,4
1,2002,78,197,8,0
1,2002,78,216,357,3
1,2002,78,224,392,1
1,2002,78,225,150,2
1,2002,78,228,166,0
1,2002,78,287,447,1
1,2002,78,291,368,0
1,2002,78,294,384,2
1,2002,78,296,367,2
1,2002,78,297,1,0
1,2002,78,309,423,3
1,2002,78,319,1,0
1,2002,78,320,129,0
1,2002,78,327,451,3
1,2002,78,343,370,2
1,2002,78,359,414,5
1,2002,78,399,381,0
1,2002,78,433,345,1
1,2002,78,453,431,2
1,2002,78,455,42,0
1,2002,78,456,320,1
1,2002,78,460,1,0
1,2002,78,463,442,4
1,2002,78,465,333,0
1,2002,78,466,325,2
1,2002,78,513,321,9
1,2002,78,514,349,11
1,2002,78,538,282,5
1,2002,78,540,339,3
1,2002,101,106,47,45
1,2002,101,125,296,0
1,2002,101,140,254,0
1,2002,101,174,204,0
1,2002,101,197,5,0
1,2002,101,216,255,0
1,2002,101,224,286,0
1,2002,101,225,110,0
1,2002,101,228,126,0
1,2002,101,287,341,0
1,2002,101,291,256,0
1,2002,101,294,282,0
1,2002,101,296,263,0
1,2002,101,297,1,0
1,2002,101,309,325,0
1,2002,101,319,1,0
1,2002,101,320,85,0
1,2002,101,327,349,1
1,2002,101,343,263,0
1,2002,101,359,308,0
1,2002,101,399,280,3
1,2002,101,433,246,0
1,2002,101,453,332,0
1,2002,101,455,24,0
1,2002,101,456,227,0
1,2002,101,460,1,0
1,2002,101,463,343,1
1,2002,101,465,221,0
1,2002,101,466,217,0
1,2002,101,513,218,0
1,2002,101,514,256,1
1,2002,101,538,187,0
1,2002,101,540,232,0
1,2002,106,125,75,0
1,2002,106,140,73,0
1,2002,106,174,48,0
1,2002,106,197,3,0
1,2002,106,216,66,0
1,2002,106,224,80,0
1,2002,106,225,22,0
1,2002,106,228,21,0
1,2002,106,287,105,0
1,2002,106,291,67,0
1,2002,106,294,84,0
1,2002,106,296,81,0
1,2002,106,297,0,NA
1,2002,106,309,125,0
1,2002,106,319,0,NA
1,2002,106,320,16,0
1,2002,106,327,116,0
1,2002,106,343,91,0
1,2002,106,359,94,0
1,2002,106,399,83,0
1,2002,106,433,61,0
1,2002,106,453,95,0
1,2002,106,455,0,NA
1,2002,106,456,48,0
1,2002,106,460,0,NA
1,2002,106,463,80,0
1,2002,106,465,70,0
1,2002,106,466,62,1
1,2002,106,513,57,0
1,2002,106,514,75,0
1,2002,106,538,37,0
1,2002,106,540,56,0
1,2002,125,140,354,0
1,2002,125,174,293,3
1,2002,125,197,6,0
1,2002,125,216,358,1
1,2002,125,224,400,1
1,2002,125,225,150,2
1,2002,125,228,164,1
1,2002,125,287,445,1
1,2002,125,291,366,1
1,2002,125,294,390,1
1,2002,125,296,371,4
1,2002,125,297,1,0
1,2002,125,309,431,3
1,2002,125,319,1,0
1,2002,125,320,139,0
1,2002,125,327,446,5
1,2002,125,343,364,2
1,2002,125,359,405,8
1,2002,125,399,383,6
1,2002,125,433,337,6
1,2002,125,453,423,1
1,2002,125,455,46,0
1,2002,125,456,322,3
1,2002,125,460,1,0
1,2002,125,463,439,9
1,2002,125,465,326,1
1,2002,125,466,320,8
1,2002,125,513,326,1
1,2002,125,514,354,0
1,2002,125,538,278,3
1,2002,125,540,333,4
1,2002,140,174,255,1
1,2002,140,197,4,0
1,2002,140,216,315,3
1,2002,140,224,355,1
1,2002,140,225,145,0
1,2002,140,228,160,0
1,2002,140,287,397,2
1,2002,140,291,322,2
1,2002,140,294,353,1
1,2002,140,296,322,3
1,2002,140,297,2,0
1,2002,140,309,387,4
1,2002,140,319,2,0
1,2002,140,320,103,0
1,2002,140,327,413,0
1,2002,140,343,333,4
1,2002,140,359,373,0
1,2002,140,399,342,0
1,2002,140,433,311,0
1,2002,140,453,391,0
1,2002,140,455,33,0
1,2002,140,456,284,2
1,2002,140,460,2,0
1,2002,140,463,400,0
1,2002,140,465,290,0
1,2002,140,466,279,1
1,2002,140,513,280,9
1,2002,140,514,311,1
1,2002,140,538,247,0
1,2002,140,540,297,2
1,2002,174,197,7,0
1,2002,174,216,253,3
1,2002,174,224,289,2
1,2002,174,225,86,0
1,2002,174,228,99,0
1,2002,174,287,340,2
1,2002,174,291,266,1
1,2002,174,294,272,1
1,2002,174,296,265,2
1,2002,174,297,0,NA
1,2002,174,309,295,8
1,2002,174,319,0,NA
1,2002,174,320,111,0
1,2002,174,327,344,3
1,2002,174,343,261,1
1,2002,174,359,312,3
1,2002,174,399,277,2
1,2002,174,433,271,3
1,2002,174,453,318,4
1,2002,174,455,35,0
1,2002,174,456,261,6
1,2002,174,460,0,NA
1,2002,174,463,343,8
1,2002,174,465,231,1
1,2002,174,466,230,0
1,2002,174,513,235,0
1,2002,174,514,280,3
1,2002,174,538,226,0
1,2002,174,540,244,1
1,2002,197,216,5,0
1,2002,197,224,10,0
1,2002,197,287,9,0
1,2002,197,291,6,0
1,2002,197,294,10,0
1,2002,197,296,4,0
1,2002,197,309,11,0
1,2002,197,327,6,0
1,2002,197,343,5,0
1,2002,197,359,8,0
1,2002,197,399,5,0
1,2002,197,433,4,0
1,2002,197,453,6,0
1,2002,197,456,5,0
1,2002,197,463,3,0
1,2002,197,465,5,0
1,2002,197,466,6,0
1,2002,197,513,3,0
1,2002,197,514,8,0
1,2002,197,538,5,0
1,2002,197,540,4,0
1,2002,216,224,342,13
1,2002,216,225,151,0
1,2002,216,228,167,2
1,2002,216,287,401,4
1,2002,216,291,317,4
1,2002,216,294,348,0
1,2002,216,296,316,7
1,2002,216,297,0,NA
1,2002,216,309,380,14
1,2002,216,319,0,NA
1,2002,216,320,94,1
1,2002,216,327,409,9
1,2002,216,343,334,2
1,2002,216,359,371,6
1,2002,216,399,349,5
1,2002,216,433,315,3
1,2002,216,453,391,3
1,2002,216,455,35,0
1,2002,216,456,300,3
1,2002,216,460,0,NA
1,2002,216,463,404,2
1,2002,216,465,292,1
1,2002,216,466,271,11
1,2002,216,513,279,6
1,2002,216,514,320,2
1,2002,216,538,250,3
1,2002,216,540,297,2
1,2002,224,225,136,0
1,2002,224,228,152,0
1,2002,224,287,440,1
1,2002,224,291,354,4
1,2002,224,294,385,0
1,2002,224,296,366,0
1,2002,224,297,0,NA
1,2002,224,309,425,0
1,2002,224,319,0,NA
1,2002,224,320,133,0
1,2002,224,327,449,1
1,2002,224,343,365,1
1,2002,224,359,406,0
1,2002,224,399,383,0
1,2002,224,433,339,1
1,2002,224,453,439,2
1,2002,224,455,40,0
1,2002,224,456,317,1
1,2002,224,460,0,NA
1,2002,224,463,436,4
1,2002,224,465,323,0
1,2002,224,466,322,1
1,2002,224,513,317,2
1,2002,224,514,357,0
1,2002,224,538,279,2
1,2002,224,540,337,0
1,2002,225,228,127,0
1,2002,225,287,168,0
1,2002,225,291,127,0
1,2002,225,294,145,3
1,2002,225,296,156,0
1,2002,225,309,203,3
1,2002,225,327,153,3
1,2002,225,343,134,1
1,2002,225,359,146,1
1,2002,225,399,150,1
1,2002,225,433,126,0
1,2002,225,453,161,0
1,2002,225,455,1,0
1,2002,225,456,108,0
1,2002,225,463,180,1
1,2002,225,465,120,0
1,2002,225,466,147,1
1,2002,225,513,130,0
1,2002,225,514,131,0
1,2002,225,538,83,0
1,2002,225,540,133,0
1,2002,228,287,181,0
1,2002,228,291,140,1
1,2002,228,294,164,1
1,2002,228,296,175,1
1,2002,228,309,215,2
1,2002,228,327,171,1
1,2002,228,343,148,1
1,2002,228,359,159,1
1,2002,228,399,163,1
1,2002,228,433,131,1
1,2002,228,453,174,2
1,2002,228,455,1,0
1,2002,228,456,129,0
1,2002,228,463,200,0
1,2002,228,465,140,0
1,2002,228,466,161,2
1,2002,228,513,147,0
1,2002,228,514,144,1
1,2002,228,538,90,0
1,2002,228,540,144,3
1,2002,287,291,402,3
1,2002,287,294,441,4
1,2002,287,296,402,1
1,2002,287,297,0,NA
1,2002,287,309,472,2
1,2002,287,319,0,NA
1,2002,287,320,152,0
1,2002,287,327,491,5
1,2002,287,343,418,1
1,2002,287,359,462,1
1,2002,287,399,432,1
1,2002,287,433,401,2
1,2002,287,453,476,1
1,2002,287,455,56,1
1,2002,287,456,362,1
1,2002,287,460,0,NA
1,2002,287,463,493,2
1,2002,287,465,378,0
1,2002,287,466,366,2
1,2002,287,513,369,3
1,2002,287,514,406,2
1,2002,287,538,320,0
1,2002,287,540,382,2
1,2002,291,294,359,1
1,2002,291,296,333,1
1,2002,291,297,1,0
1,2002,291,309,396,0
1,2002,291,319,1,0
1,2002,291,320,135,0
1,2002,291,327,423,6
1,2002,291,343,336,2
1,2002,291,359,379,0
1,2002,291,399,352,1
1,2002,291,433,322,1
1,2002,291,453,402,3
1,2002,291,455,39,0
1,2002,291,456,301,1
1,2002,291,460,1,0
1,2002,291,463,408,2
1,2002,291,465,297,0
1,2002,291,466,292,0
1,2002,291,513,286,3
1,2002,291,514,325,0
1,2002,291,538,259,0
1,2002,291,540,297,2
1,2002,294,296,346,13
1,2002,294,297,0,NA
1,2002,294,309,421,8
1,2002,294,319,0,NA
1,2002,294,320,127,0
1,2002,294,327,443,4
1,2002,294,343,357,0
1,2002,294,359,399,2
1,2002,294,399,376,1
1,2002,294,433,335,4
1,2002,294,453,426,7
1,2002,294,455,41,0
1,2002,294,456,311,3
1,2002,294,460,0,NA
1,2002,294,463,446,1
1,2002,294,465,320,0
1,2002,294,466,314,2
1,2002,294,513,307,2
1,2002,294,514,345,2
1,2002,294,538,265,2
1,2002,294,540,328,1
1,2002,296,297,1,0
1,2002,296,309,386,4
1,2002,296,319,1,0
1,2002,296,320,94,1
1,2002,296,327,426,10
1,2002,296,343,343,1
1,2002,296,359,389,5
1,2002,296,399,352,6
1,2002,296,433,320,2
1,2002,296,453,404,7
1,2002,296,455,33,0
1,2002,296,456,295,2
1,2002,296,460,1,0
1,2002,296,463,414,3
1,2002,296,465,298,0
1,2002,296,466,279,11
1,2002,296,513,277,5
1,2002,296,514,326,2
1,2002,296,538,257,2
1,2002,296,540,296,6
1,2002,297,309,2,0
1,2002,297,319,1,0
1,2002,297,327,0,NA
1,2002,297,343,2,0
1,2002,297,359,0,NA
1,2002,297,399,2,0
1,2002,297,433,1,0
1,2002,297,453,0,NA
1,2002,297,456,1,0
1,2002,297,460,1,0
1,2002,297,463,1,0
1,2002,297,465,0,NA
1,2002,297,466,1,0
1,2002,297,513,0,NA
1,2002,297,514,0,NA
1,2002,297,538,0,NA
1,2002,297,540,0,NA
1,2002,309,319,2,0
1,2002,309,320,80,17
1,2002,309,327,480,4
1,2002,309,343,403,1
1,2002,309,359,440,10
1,2002,309,399,411,3
1,2002,309,433,373,4
1,2002,309,453,462,10
1,2002,309,455,25,0
1,2002,309,456,328,7
1,2002,309,460,2,0
1,2002,309,463,474,9
1,2002,309,465,354,0
1,2002,309,466,347,9
1,2002,309,513,341,3
1,2002,309,514,385,1
1,2002,309,538,296,4
1,2002,309,540,356,6
1,2002,319,327,0,NA
1,2002,319,343,2,0
1,2002,319,359,0,NA
1,2002,319,399,2,0
1,2002,319,433,1,0
1,2002,319,453,0,NA
1,2002,319,456,1,0
1,2002,319,460,1,0
1,2002,319,463,1,0
1,2002,319,465,0,NA
1,2002,319,466,1,0
1,2002,319,513,0,NA
1,2002,319,514,0,NA
1,2002,319,538,0,NA
1,2002,319,540,0,NA
1,2002,320,327,171,1
1,2002,320,343,117,0
1,2002,320,359,156,0
1,2002,320,399,118,0
1,2002,320,433,130,1
1,2002,320,453,163,0
1,2002,320,455,33,0
1,2002,320,456,113,0
1,2002,320,463,158,0
1,2002,320,465,100,0
1,2002,320,466,66,0
1,2002,320,513,93,0
1,2002,320,514,118,0
1,2002,320,538,109,1
1,2002,320,540,99,0
1,2002,327,343,426,1
1,2002,327,359,458,5
1,2002,327,399,432,2
1,2002,327,433,400,1
1,2002,327,453,470,9
1,2002,327,455,60,0
1,2002,327,456,368,0
1,2002,327,460,0,NA
1,2002,327,463,490,4
1,2002,327,465,387,0
1,2002,327,466,377,4
1,2002,327,513,381,1
1,2002,327,514,415,0
1,2002,327,538,329,4
1,2002,327,540,387,7
1,2002,343,359,384,0
1,2002,343,399,354,0
1,2002,343,433,327,0
1,2002,343,453,406,5
1,2002,343,455,35,0
1,2002,343,456,288,0
1,2002,343,460,2,0
1,2002,343,463,423,3
1,2002,343,465,294,0
1,2002,343,466,294,1
1,2002,343,513,297,3
1,2002,343,514,325,1
1,2002,343,538,249,0
1,2002,343,540,308,3
1,2002,359,399,399,2
1,2002,359,433,353,6
1,2002,359,453,429,3
1,2002,359,455,58,0
1,2002,359,456,344,1
1,2002,359,460,0,NA
1,2002,359,463,453,7
1,2002,359,465,343,1
1,2002,359,466,341,5
1,2002,359,513,342,4
1,2002,359,514,365,2
1,2002,359,538,285,5
1,2002,359,540,360,2
1,2002,399,433,330,4
1,2002,399,453,413,6
1,2002,399,455,37,0
1,2002,399,456,314,0
1,2002,399,460,2,0
1,2002,399,463,435,4
1,2002,399,465,313,0
1,2002,399,466,307,3
1,2002,399,513,314,0
1,2002,399,514,349,3
1,2002,399,538,267,2
1,2002,399,540,321,2
1,2002,433,453,383,7
1,2002,433,455,46,0
1,2002,433,456,299,1
1,2002,433,460,1,0
1,2002,433,463,395,8
1,2002,433,465,277,3
1,2002,433,466,276,3
1,2002,433,513,291,0
1,2002,433,514,315,6
1,2002,433,538,257,3
1,2002,433,540,291,1
1,2002,453,455,53,0
1,2002,453,456,356,2
1,2002,453,460,0,NA
1,2002,453,463,469,5
1,2002,453,465,364,0
1,2002,453,466,361,2
1,2002,453,513,349,2
1,2002,453,514,388,2
1,2002,453,538,306,2
1,2002,453,540,372,5
1,2002,455,456,35,0
1,2002,455,463,57,0
1,2002,455,465,26,0
1,2002,455,466,16,0
1,2002,455,513,32,0
1,2002,455,514,43,0
1,2002,455,538,35,0
1,2002,455,540,35,0
1,2002,456,460,1,0
1,2002,456,463,377,0
1,2002,456,465,262,0
1,2002,456,466,256,1
1,2002,456,513,267,1
1,2002,456,514,295,1
1,2002,456,538,247,0
1,2002,456,540,273,3
1,2002,460,463,1,0
1,2002,460,465,0,NA
1,2002,460,466,1,0
1,2002,460,513,0,NA
1,2002,460,514,0,NA
1,2002,460,538,0,NA
1,2002,460,540,0,NA
1,2002,463,465,380,3
1,2002,463,466,374,5
1,2002,463,513,374,0
1,2002,463,514,404,0
1,2002,463,538,316,2
1,2002,463,540,385,1
1,2002,465,466,248,43
1,2002,465,513,249,1
1,2002,465,514,292,0
1,2002,465,538,213,3
1,2002,465,540,266,1
1,2002,466,513,240,6
1,2002,466,514,280,2
1,2002,466,538,217,1
1,2002,466,540,255,3
1,2002,513,514,286,11
1,2002,513,538,216,0
1,2002,513,540,255,3
1,2002,514,538,261,0
1,2002,514,540,302,1
1,2002,538,540,230,1
1,2003,1,3,77,0
1,2003,1,29,64,0
1,2003,1,40,79,0
1,2003,1,47,96,0
1,2003,1,48,92,1
1,2003,1,53,71,0
1,2003,1,59,89,0
1,2003,1,75,69,0
1,2003,1,78,62,0
1,2003,1,101,63,0
1,2003,1,125,81,0
1,2003,1,140,68,0
1,2003,1,170,4,0
1,2003,1,174,66,1
1,2003,1,216,63,1
1,2003,1,224,63,0
1,2003,1,225,57,0
1,2003,1,228,27,1
1,2003,1,287,73,0
1,2003,1,291,63,0
1,2003,1,294,68,0
1,2003,1,296,77,0
1,2003,1,309,90,2
1,2003,1,327,88,0
1,2003,1,343,75,0
1,2003,1,359,71,1
1,2003,1,368,4,0
1,2003,1,399,86,0
1,2003,1,433,71,1
1,2003,1,453,79,0
1,2003,1,455,13,0
1,2003,1,456,84,0
1,2003,1,463,87,0
1,2003,1,465,65,0
1,2003,1,466,69,0
1,2003,1,513,74,0
1,2003,1,514,69,0
1,2003,1,538,59,0
1,2003,1,540,70,0
1,2003,3,10,0,NA
1,2003,3,16,0,NA
1,2003,3,23,0,NA
1,2003,3,25,0,NA
1,2003,3,29,78,0
1,2003,3,40,115,0
1,2003,3,47,137,0
1,2003,3,48,122,3
1,2003,3,53,97,0
1,2003,3,59,128,1
1,2003,3,75,86,0
1,2003,3,78,91,0
1,2003,3,92,0,NA
1,2003,3,101,84,0
1,2003,3,107,0,NA
1,2003,3,125,105,0
1,2003,3,140,96,0
1,2003,3,153,0,NA
1,2003,3,170,2,0
1,2003,3,174,95,0
1,2003,3,216,84,0
1,2003,3,224,66,1
1,2003,3,225,92,1
1,2003,3,228,69,1
1,2003,3,287,99,1
1,2003,3,291,76,1
1,2003,3,294,101,1
1,2003,3,296,102,1
1,2003,3,297,2,0
1,2003,3,309,130,3
1,2003,3,327,112,1
1,2003,3,343,108,0
1,2003,3,359,93,0
1,2003,3,364,0,NA
1,2003,3,365,0,NA
1,2003,3,368,2,0
1,2003,3,399,111,1
1,2003,3,433,83,0
1,2003,3,453,109,1
1,2003,3,455,4,0
1,2003,3,456,111,1
1,2003,3,460,1,0
1,2003,3,463,108,0
1,2003,3,465,100,0
1,2003,3,466,104,0
1,2003,3,513,91,0
1,2003,3,514,98,0
1,2003,3,538,89,0
1,2003,3,540,85,0
1,2003,10,25,0,NA
1,2003,10,29,10,0
1,2003,10,40,22,0
1,2003,10,47,31,0
1,2003,10,48,32,0
1,2003,10,53,23,0
1,2003,10,59,30,0
1,2003,10,66,0,NA
1,2003,10,75,23,0
1,2003,10,78,22,0
1,2003,10,92,0,NA
1,2003,10,101,14,0
1,2003,10,103,11,0
1,2003,10,107,0,NA
1,2003,10,132,13,0
1,2003,10,140,21,0
1,2003,10,147,23,1
1,2003,10,153,0,NA
1,2003,10,170,21,0
1,2003,10,174,19,0
1,2003,10,216,19,0
1,2003,10,223,1,0
1,2003,10,224,18,0
1,2003,10,225,6,0
1,2003,10,228,2,0
1,2003,10,287,27,0
1,2003,10,291,19,0
1,2003,10,294,32,0
1,2003,10,296,30,0
1,2003,10,297,7,0
1,2003,10,309,27,0
1,2003,10,327,3,0
1,2003,10,333,7,0
1,2003,10,343,24,0
1,2003,10,359,0,NA
1,2003,10,365,0,NA
1,2003,10,368,38,0
1,2003,10,370,29,0
1,2003,10,399,0,NA
1,2003,10,433,1,0
1,2003,10,453,1,0
1,2003,10,455,12,0
1,2003,10,460,0,NA
1,2003,10,463,1,0
1,2003,10,465,19,0
1,2003,10,466,22,0
1,2003,10,504,13,0
1,2003,10,513,25,0
1,2003,10,514,17,0
1,2003,10,538,11,0
1,2003,10,540,22,0
1,2003,16,23,0,NA
1,2003,16,25,0,NA
1,2003,16,29,0,NA
1,2003,16,40,0,NA
