"group","year","female","age","rank","group_size","died","days_survived_this_year_this_group","gg_mean","gg_sd","gr_mean","gr_sd","sg_mean","sg_sd","sr_mean","sr_sd","f_mean","f_sd"
5,2010,11,8,0.828845639,19.92,0,365,0.642945706,0.392555817,0.197292546,0.310251272,1.336592312,0.444375723,0.63261479,0.241104495,0.031707087,0.893079288
5,2011,11,9,0.803829834,22.3030303,0,365,1.110316131,0.336261459,0.195388785,0.302896695,0.742183338,0.294949453,0.269356623,0.188823785,-0.56328169,0.756243392
5,2012,11,10,0.788497374,23.41071429,0,366,1.017703523,0.349494093,0.331277007,0.300206776,1.265516209,0.294037159,0.597696746,0.186093602,-0.060907579,0.732809005
5,2013,11,11,0.758065013,18.83333333,0,365,0.645945355,0.408521165,0.232361297,0.331963649,1.011024994,0.396275148,0.46824451,0.22649134,-0.223859168,0.876412347
5,2014,11,12,0.769178119,16.55555556,0,365,0.718802722,0.461124983,0.452776219,0.344865444,1.041745785,0.543364804,0.523080599,0.285259548,0.063118037,0.920807627
5,2015,11,13,0.813089193,15.74285714,0,365,0.734137364,0.38658977,0.356052903,0.320360106,0.724020653,0.459680802,0.340243721,0.24291554,0.160472424,0.788404558
5,2016,11,14,0.711514834,11.88888889,0,366,0.577280481,0.504736838,0.338067974,0.368821304,0.580304801,0.584408805,0.282368354,0.297467943,1.161672231,0.828291437
5,2017,11,15,0.758836145,14.36,0,365,1.22084067,0.415611658,0.547728859,0.331320642,0.383875511,0.526467921,0.192453126,0.275538996,-0.07417045,0.915032084
5,2018,11,16,0.8612047,16.33333333,0,365,0.782319641,0.486941616,0.472034998,0.364074514,0.484878636,0.681057921,0.225612763,0.34477649,0.671755625,0.877041681
5,2019,11,17,0.834820573,18.25,0,365,-1.782092226,0.578936996,-1.175499107,0.397747966,1.921477592,0.379389257,0.875596784,0.218627331,-0.42656722,0.879496121
1,2002,12,9,0.516491501,35.80334728,0,365,-0.191747216,0.717137337,-0.122557576,0.476398085,-0.508064117,0.454873049,-0.269275851,0.240862833,-0.671841249,0.739649152
1,2003,12,10,0.568087349,28.18828452,0,365,-0.313448723,0.690116262,-0.203788329,0.465208767,0.305255818,0.305599828,0.138931407,0.185927759,-0.330998576,0.846258839
1,2004,12,11,0.475754939,17.22282609,0,366,-0.274892222,0.510769304,-0.259531936,0.368533374,-1.137047039,0.376221969,-0.520986989,0.215657363,0.555867994,0.678387294
1,2005,12,12,0.395957328,20.05128205,0,365,-0.133620306,0.585225581,-0.160324627,0.407576384,-1.22948326,0.469557522,-0.567945706,0.249135038,-0.742636839,0.770070978
1,2006,12,13,0.393364814,22.12328767,0,365,0.055427766,0.475643841,-0.062201642,0.357295927,-1.854861893,0.534040844,-0.894279527,0.280448313,-1.05589865,0.71970459
1,2007,12,14,0.322757021,21.825,0,365,-0.95049753,0.631929933,-0.605293826,0.42109241,-1.430136496,0.477233062,-0.65308157,0.253169784,-0.198062724,0.760214386
1,2008,12,15,0.369523879,22.63207547,0,366,-0.613673592,0.58933044,-0.402454932,0.40441808,-1.557118151,0.609326768,-0.743755899,0.312846102,-0.321911865,0.804235406
1,2009,12,16,0.341033028,24.51351351,0,365,-0.211158597,0.38472396,-0.07572674,0.305434258,-1.635856649,0.562227681,-0.790559097,0.286232507,-0.678758096,0.740096052
1,2010,12,17,0.371647553,26.5942029,0,365,-0.512344183,0.442787005,-0.405425741,0.328530804,-0.712055234,0.489157932,-0.28405079,0.255943906,-0.750857919,0.824345722
1,2011,12,18,0.390231048,29.53968254,0,365,-0.416224741,0.414648921,-0.336337726,0.308205425,-1.638535871,0.65115417,-0.800001264,0.330806915,0.07633851,0.801870651
1,2012,12,19,0.44145287,30.08737864,0,290,0.00081654,0.364488473,0.077883489,0.290150957,-0.541402516,0.432255313,-0.248106893,0.228564718,-0.228879224,0.769881843
2,2012,12,19,0.812831615,6.666666667,0,76,0.991282517,0.504313264,0.575210385,0.394394446,1.418444957,0.400547265,0.693783536,0.24080943,1.746637114,0.875835504
2,2013,12,20,0.763374669,12.55555556,0,365,0.131013535,0.485340834,0.161722459,0.367566368,1.655882146,0.409255517,0.787319278,0.230072131,0.802296143,0.864451505
2,2014,12,21,0.806419865,14,0,365,-0.13483007,0.552473874,-0.040689332,0.389752049,0.980011873,0.516491063,0.476992552,0.273867228,1.069164349,0.856964836
2,2015,12,22,0.768516214,14.56521739,0,365,0.495601284,0.477367819,0.364424528,0.359927383,1.342124713,0.497361314,0.649178342,0.265980557,0.582070488,0.871221862
2,2016,12,23,0.748170998,14.6875,0,366,0.424940468,0.600700159,0.304638404,0.414668977,0.913019256,0.644896913,0.436331779,0.322836736,0.040851641,0.984549834
2,2017,12,24,0.632060863,18.59615385,0,365,0.274251809,0.446376664,0.314276486,0.348102818,0.865014864,0.377478877,0.461818004,0.221810897,0.631108845,0.83375994
2,2018,12,25,0.635026348,17.5,0,365,-0.139501743,0.593200798,-0.029168176,0.411943965,1.0515924,0.556289062,0.516732975,0.28791575,-0.345589062,0.959049991
2,2019,12,26,0.651986535,17.39130435,1,118,-0.214625704,0.698124726,-0.136100453,0.47132561,0.257244529,0.760931278,0.117385025,0.380357856,-0.162980147,0.937481663
11,2005,13,12,0.230297484,16.66666667,0,365,-0.007138948,0.736608456,-0.002625698,0.489877131,0.025451322,0.83207025,0.018745671,0.408305092,-0.091444137,0.961012821
11,2006,13,13,0.237940952,13.2,0,365,-0.040561647,0.76031183,-0.028756681,0.50565534,-0.190111335,0.882982347,-0.094387667,0.435515853,-0.065718574,0.977126229
11,2009,13,16,0.296917177,24.66666667,0,365,-0.376654155,0.676765603,-0.245830391,0.451734442,-0.678253812,0.769061011,-0.335167782,0.383319419,-0.380477249,0.945654353
